Name,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,New_Price
Maruti Ciaz 1.4 Delta,2018,7784,Petrol,Manual,First,20.73 kmpl,1373 CC,91.1 bhp,5,"$10,579.71 ",
Mercedes-Benz R-Class R350 4Matic Long,2014,45710,Petrol,Automatic,First,11.8 kmpl,3498 CC,272 bhp,7,"$28,599.03 ",
Maruti Dzire AMT VXI,2017,42000,Petrol,Automatic,First,22.0 kmpl,1197 CC,81.80 bhp,5,"$6,642.51 ","$9,818.84 "
Land Rover Range Rover Vogue SE 4.4 SDV8,2013,75995,Diesel,Automatic,Second,11.49 kmpl,4367 CC,335.3 bhp,5,"$79,480.68 ",
Renault Duster 110PS Diesel RxZ,2013,57000,Diesel,Manual,First,19.01 kmpl,1461 CC,108.45 bhp,5,"$6,026.57 ",
Hyundai Verna 1.6 SX,2013,85350,Diesel,Manual,Second,22.32 kmpl,1582 CC,126.32 bhp,5,"$6,884.06 ",
Toyota Corolla Altis 1.8 VL CVT,2016,82725,Petrol,Automatic,First,14.28 kmpl,1798 CC,138.03 bhp,5,"$14,480.68 ","$30,519.32 "
BMW 3 Series Sport,2016,19000,Diesel,Automatic,Second,21.76 kmpl,1995 CC,190 bhp,5,"$36,219.81 ","$69,202.90 "
Ford EcoSport 1.5 Ti VCT MT Signature,2018,13900,Petrol,Manual,First,18.88 kmpl,1499 CC,110.4 bhp,5,"$11,473.43 ",
Maruti Swift VDI BSIV,2014,108000,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5,"$6,642.51 ",
Hyundai Santa Fe 4x4 AT,2016,36000,Diesel,Automatic,First,11.72 kmpl,2199 CC,194.3 bhp,7,"$27,777.78 ",
Tata Indica V2 DLS,2013,62188,Diesel,Manual,First,17.2 kmpl,1396 CC,53.5 bhp,5,"$3,562.80 ",
Hyundai Grand i10 CRDi Sportz,2015,58397,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5,"$5,917.87 ",
Hyundai Santro Xing XL,2006,85000,Petrol,Manual,Third,0.0 kmpl,1086 CC,null bhp,5,"$1,570.05 ",
Maruti Wagon R VXI AMT,2016,30000,Petrol,Automatic,First,22.5 kmpl,998 CC,67 bhp,5,"$5,132.85 ","$6,859.90 "
Mahindra XUV500 W10 2WD,2018,29907,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,"$19,758.45 ",
Audi A4 2.0 TDI,2009,46000,Diesel,Automatic,First,16.55 kmpl,1968 CC,147.51 bhp,5,"$12,016.91 ",
Volkswagen Vento Diesel Highline,2012,65000,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5,"$6,642.51 ",
Maruti Vitara Brezza ZDi Plus Dual Tone,2016,22000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,"$9,963.77 ","$14,190.82 "
Maruti Zen LX,2002,99024,Petrol,Manual,First,17.3 kmpl,993 CC,60 bhp,5,"$1,147.34 ",
Hyundai i10 Era,2016,34952,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5,"$4,843.00 ",
Honda WR-V Edge Edition i-VTEC S,2019,13913,Petrol,Manual,First,17.5 kmpl,1199 CC,88.7 bhp,5,"$9,903.38 ","$11,304.35 "
Honda City i DTEC VX,2014,71000,Diesel,Manual,Second,25.1 kmpl,1498 CC,98.6 bhp,5,"$7,487.92 ",
Toyota Fortuner 4x2 4 Speed AT,2012,97000,Diesel,Automatic,First,11.5 kmpl,2982 CC,169 bhp,7,"$20,229.47 ",
Mahindra XUV500 AT W10 FWD,2017,21000,Diesel,Automatic,First,16.0 kmpl,2179 CC,140 bhp,7,"$19,927.54 ",
Ford Endeavour XLT TDCi 4X4,2007,116000,Diesel,Manual,Third,10.9 kmpl,2499 CC,null bhp,7,"$4,528.99 ",
Ford Figo Diesel ZXI,2012,110438,Diesel,Manual,First,20.0 kmpl,1399 CC,68.05 bhp,5,"$4,227.05 ",
Honda Jazz 1.2 V CVT i VTEC,2017,66507,Petrol,Automatic,Second,19.0 kmpl,1199 CC,88.7 bhp,5,"$6,557.97 ",
Ford Endeavour 3.2 Titanium AT 4X4,2017,54650,Diesel,Automatic,First,10.91 kmpl,3198 CC,197 bhp,7,"$36,654.59 ",
Nissan Sunny XL CVT,2014,32000,Petrol,Automatic,First,17.97 kmpl,1498 CC,99.6 bhp,5,"$9,649.76 ",
Skoda Octavia Ambiente 1.9 TDI MT,2011,75378,Diesel,Manual,First,18.7 kmpl,1896 CC,66 bhp,5,"$4,335.75 ",
Chevrolet Beat Diesel LT,2012,82697,Diesel,Manual,First,25.44 kmpl,936 CC,57.6 bhp,5,"$2,294.69 ",
Toyota Camry W2 (AT),2009,135000,Petrol,Automatic,First,12.1 kmpl,2362 CC,164.7 bhp,5,"$5,676.33 ",
Renault Duster 110PS Diesel RxZ,2012,149000,Diesel,Manual,First,19.01 kmpl,1461 CC,108.45 bhp,5,"$8,756.04 ",
Mercedes-Benz GLA Class 200 d Style,2016,26212,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5,"$29,541.06 ","$46,763.29 "
Tata Zest Revotron 1.2T XMS,2014,23500,Petrol,Manual,Second,17.57 kmpl,1193 CC,88.7 bhp,5,"$4,710.14 ","$9,299.52 "
Hyundai i20 1.2 Magna,2013,56127,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,5,"$6,219.81 ",
Maruti Wagon R VXI AMT1.2,2015,26000,Petrol,Automatic,First,21.5 kmpl,1197 CC,81.80 bhp,5,"$4,408.21 ","$7,765.70 "
Hyundai Xcent 1.2 CRDi S,2016,26000,Diesel,Manual,First,25.4 kmpl,1186 CC,73.97 bhp,5,"$6,038.65 ","$9,939.61 "
Honda City 1.5 S MT,2009,42000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,"$2,777.78 ",
Hyundai Accent GLE,2001,130000,Petrol,Manual,Second,13.2 kmpl,1495 CC,94 bhp,5,$905.80 ,
Hyundai Verna Xi (Petrol),2009,137148,Petrol,Manual,Second,13.9 kmpl,1599 CC,103.2 bhp,5,"$2,234.30 ",
Ford Figo Petrol ZXI,2010,114703,Petrol,Manual,First,15.6 kmpl,1196 CC,70 bhp,5,"$2,173.91 ",
Honda Amaze S i-Dtech,2014,97439,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,"$5,326.09 ",
Maruti Wagon R LX BSII,2006,40000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,"$2,415.46 ",
Maruti Swift VDI BSIV,2014,81609,Diesel,Manual,First,17.8 kmpl,1248 CC,null bhp,5,"$6,702.90 ",
Mercedes-Benz E-Class Facelift,2014,28000,Diesel,Automatic,First,13.0 kmpl,2987 CC,258 bhp,5,"$38,345.41 ",
Audi A6 2011-2015 35 TDI Technology,2015,37500,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5,"$38,647.34 ",
Mercedes-Benz S Class 2005 2013 S 350 CDI,2010,37000,Diesel,Automatic,First,13.5 kmpl,2987 CC,282 bhp,5,"$25,362.32 ",
Maruti Swift Dzire LDi,2010,83000,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5,"$3,321.26 ",
Toyota Corolla H2,2005,79012,Petrol,Manual,First,13.4 kmpl,1794 CC,125 bhp,5,"$3,188.41 ",
Mahindra Scorpio S10 7 Seater,2018,27395,Diesel,Manual,First,15.4 kmpl,2179 CC,120 bhp,7,"$17,137.68 ",
Maruti Wagon R VXI,2017,35362,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5,"$4,649.76 ","$6,570.05 "
Toyota Fortuner 4x2 Manual,2014,117000,Diesel,Manual,First,13.0 kmpl,2982 CC,168.5 bhp,7,"$18,719.81 ",
Maruti Zen Estilo 1.1 LX BSIII,2010,23000,Petrol,Manual,First,18.2 kmpl,1061 CC,64 bhp,5,"$2,294.69 ",
Tata Nano CX,2014,59508,Petrol,Manual,First,25.4 kmpl,624 CC,37.48 bhp,4,"$1,521.74 ",
Hyundai i20 Magna,2009,69000,Petrol,Manual,Second,18.5 kmpl,1197 CC,80 bhp,5,"$2,898.55 ",
BMW 3 Series 320d,2010,58000,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5,"$13,888.89 ","$58,925.12 "
Mahindra XUV500 W6 2WD,2014,88511,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,"$9,963.77 ",
Volkswagen Vento IPL II Petrol Trendline,2011,66000,Petrol,Manual,First,15.8 kmpl,1598 CC,105 bhp,5,"$3,321.26 ",
Skoda Fabia 1.2 MPI Classic,2009,65000,Petrol,Manual,Second,17.5 kmpl,1198 CC,70 bhp,5,"$1,690.82 ",
Tata Nano Twist XT,2015,30676,Petrol,Manual,First,25.4 kmpl,624 CC,37.5 bhp,4,"$3,502.42 ",
Ford Figo Diesel EXI,2011,76000,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5,"$2,898.55 ",
Volkswagen Vento IPL II Petrol Highline AT,2013,23627,Petrol,Automatic,First,14.8 kmpl,1598 CC,105 bhp,5,"$5,736.72 ",
Land Rover Range Rover HSE Dynamic,2018,52827,Diesel,Automatic,First,12.7 kmpl,2179 CC,187.7 bhp,5,"$54,057.97 ",
Honda City i DTEC SV,2015,64465,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,"$7,512.08 ",
Renault KWID Climber 1.0 AMT,2018,14000,Petrol,Automatic,First,22.5 kmpl,999 CC,67 bhp,5,"$5,434.78 ","$6,847.83 "
Hyundai Grand i10 Asta Option,2015,26000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,"$5,132.85 ",
Chevrolet Cruze LTZ AT,2011,78203,Diesel,Automatic,First,18.1 kmpl,1991 CC,147.9 bhp,4,"$6,642.51 ",
Hyundai i20 1.4 Asta,2017,27000,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5,"$8,393.72 ",
Maruti Alto K10 VXI AGS,2018,31919,Petrol,Automatic,First,24.07 kmpl,998 CC,67.1 bhp,5,"$5,507.25 ",
Hyundai Creta 1.6 SX Option Diesel,2016,47392,Diesel,Manual,First,20.5 kmpl,1582 CC,126.2 bhp,5,"$16,690.82 ","$23,164.25 "
Honda Amaze VX i-Vtech,2016,17362,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5,"$6,823.67 ",
Hyundai i20 Active 1.4 SX Dual Tone,2016,49716,Diesel,Manual,First,21.19 kmpl,1396 CC,88.73 bhp,5,"$7,487.92 ",
Maruti Celerio VXI,2014,48000,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,5,"$3,925.12 ",
Audi A4 2.0 TDI,2009,46000,Diesel,Automatic,First,16.55 kmpl,1968 CC,147.51 bhp,5,"$10,265.70 ",
Hyundai Verna 1.4 CRDi,2016,79000,Diesel,Manual,First,24.8 kmpl,1396 CC,88.7 bhp,5,"$8,756.04 ",
Renault Fluence Diesel E4,2013,57000,Diesel,Manual,First,21.8 kmpl,1461 CC,78 bhp,5,"$5,567.63 ",
Volkswagen Polo 1.2 MPI Highline,2016,29754,Petrol,Manual,First,16.2 kmpl,1199 CC,74 bhp,5,"$6,400.97 ",
Tata Indigo LX,2012,50123,Diesel,Manual,First,17.0 kmpl,1405 CC,70 bhp,5,"$2,294.69 ",
Hyundai i10 Sportz,2012,57184,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,"$3,731.88 ",
BMW 7 Series 730Ld Sedan,2007,75000,Diesel,Automatic,Second,16.46 kmpl,2993 CC,258 bhp,5,"$11,473.43 ",
Hyundai Creta 1.6 CRDi AT SX Plus,2015,26000,Diesel,Automatic,First,17.01 kmpl,1582 CC,126.2 bhp,5,"$15,277.78 ",
Hyundai Grand i10 Magna,2016,22129,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,"$5,132.85 ",
Maruti Ritz VDi,2011,127887,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,5,"$3,562.80 ",
Mahindra Scorpio 2.6 SLX CRDe,2006,92000,Diesel,Manual,First,10.5 kmpl,2179 CC,120 bhp,8,"$4,166.67 ",
Hyundai i10 Era,2011,60634,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5,"$3,985.51 ",
Tata Safari Storme 2012-2015 VX,2014,90000,Diesel,Manual,First,14.0 kmpl,2179 CC,138.1 bhp,7,"$9,661.84 ",
Honda Civic 2006-2010 1.8 V MT,2009,59000,Petrol,Manual,First,13.5 kmpl,1799 CC,130 bhp,5,"$3,272.95 ",
Maruti Zen Estilo LXI BSIII,2012,59293,Petrol,Manual,First,18.2 kmpl,998 CC,67.1 bhp,5,"$3,260.87 ",
Maruti Swift Dzire VDI,2012,80753,Diesel,Manual,Second,23.4 kmpl,1248 CC,74 bhp,5,"$5,434.78 ",
Toyota Fortuner 4x2 Manual,2015,40000,Diesel,Manual,Second,13.0 kmpl,2982 CC,168.5 bhp,7,"$22,644.93 ",
Maruti Swift VDI,2014,103000,Diesel,Manual,Second,28.4 kmpl,1248 CC,74 bhp,5,"$6,340.58 ",
Maruti Wagon R Duo LX BSIII,2012,72389,LPG,Manual,First,26.2 km/kg,998 CC,58.2 bhp,5,"$3,864.73 ",
Maruti Dzire LDI,2017,48000,Diesel,Manual,First,28.4 kmpl,1248 CC,73.75 bhp,5,"$7,246.38 ","$9,553.14 "
Hyundai Grand i10 Asta,2014,41000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,"$3,792.27 ",
Renault KWID RXL,2016,26000,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5,"$3,079.71 ","$4,782.61 "
Tata Indigo CS eGLX BS IV,2012,30000,Petrol,Manual,Second,15.64 kmpl,1193 CC,64.08 bhp,5,"$2,777.78 ",
Ford Figo Diesel Titanium,2014,74624,Diesel,Manual,First,20.0 kmpl,1399 CC,68.05 bhp,5,"$6,823.67 ",
Porsche Cayenne 2009-2014 Diesel,2015,47877,Diesel,Automatic,First,15.15 kmpl,2967 CC,240 bhp,5,"$58,236.72 ",
Maruti Alto K10 VXI,2016,35000,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,5,"$3,623.19 ","$5,120.77 "
Volkswagen Vento 1.5 TDI Highline,2015,52123,Diesel,Manual,First,20.34 kmpl,1498 CC,103.2 bhp,5,"$9,057.97 ",
Mahindra Scorpio 2.6 SLX CRDe,2005,90000,Diesel,Manual,First,10.5 kmpl,2179 CC,120 bhp,8,"$3,140.10 ",
BMW X3 xDrive 20d Luxury Line,2018,1400,Diesel,Automatic,First,18.56 kmpl,1995 CC,190 bhp,5,"$73,973.43 ","$85,205.31 "
Honda City 1.5 V MT,2009,122000,Petrol,Manual,Second,17.0 kmpl,1497 CC,118 bhp,5,"$4,227.05 ",
Mini Cooper 3 DOOR S,2016,21110,Petrol,Automatic,First,17.44 kmpl,1998 CC,189.08 bhp,4,"$34,963.77 ","$47,427.54 "
Mitsubishi Pajero Sport 4X4 AT,2015,78000,Diesel,Automatic,First,13.5 kmpl,2477 CC,175.56 bhp,6,"$18,115.94 ",
Maruti Swift Dzire VDi,2012,72000,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5,"$5,132.85 ",
Bentley Continental Flying Spur,2006,48000,Petrol,Automatic,First,8.6 kmpl,5998 CC,552 bhp,4,"$71,256.04 ",
Maruti Ertiga VDI,2013,43486,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7,"$7,971.01 ",
Toyota Innova 2.5 G4 Diesel 7-seater,2007,199000,Diesel,Manual,Second,12.8 kmpl,2494 CC,102 bhp,7,"$6,280.19 ",
Mercedes-Benz New C-Class C 200 Kompressor Elegance MT,2010,34000,Petrol,Manual,First,11.7 kmpl,1796 CC,178 bhp,5,"$12,077.29 ",
Mercedes-Benz New C-Class C 220 CDI BE Avantgare,2016,37944,Diesel,Automatic,First,14.84 kmpl,2143 CC,167.62 bhp,5,"$42,270.53 ",
Ford Ecosport 1.5 DV5 MT Titanium Optional,2017,30000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5,"$10,567.63 ",
Toyota Etios Liva 1.2 G,2015,64005,Petrol,Manual,First,17.71 kmpl,1197 CC,78.9 bhp,5,"$5,519.32 ","$7,741.55 "
Hyundai i10 Magna 1.2,2012,62000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,"$3,019.32 ",
Hyundai Santro LP - Euro II,2005,105000,Petrol,Manual,First,0.0 kmpl,999 CC,null bhp,5,"$2,113.53 ",
Land Rover Freelander 2 SE,2014,59885,Diesel,Automatic,First,12.39 kmpl,2179 CC,147.51 bhp,5,"$24,287.44 ",
Toyota Innova 2.5 V Diesel 8-seater,2011,144471,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8,"$9,420.29 ",
Hyundai i20 1.2 Magna,2011,63991,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,5,"$4,359.90 ",
Hyundai Santro Xing XO eRLX Euro II,2007,72000,Petrol,Manual,Second,17.0 kmpl,1086 CC,null bhp,5,"$1,340.58 ",
Nissan Micra XV CVT,2015,34895,Petrol,Automatic,First,19.15 kmpl,1198 CC,75.94 bhp,5,"$5,555.56 ","$11,437.20 "
BMW X6 xDrive 40d M Sport,2015,97003,Diesel,Automatic,First,15.87 kmpl,2993 CC,308.43 bhp,5,"$102,657.00 ",
Honda City 1.5 V AT,2015,45000,Petrol,Automatic,First,16.8 kmpl,1497 CC,118 bhp,5,"$6,340.58 ",
Honda Amaze E i-Dtech,2013,45000,Diesel,Manual,Second,25.8 kmpl,1498 CC,98.6 bhp,5,"$3,985.51 ",
Toyota Fortuner 3.0 Diesel,2013,100000,Diesel,Manual,Second,11.5 kmpl,2982 CC,171 bhp,7,"$21,437.20 ",
Land Rover Discovery Sport SD4 HSE Luxury,2016,70000,Diesel,Automatic,First,12.97 kmpl,2179 CC,187.7 bhp,5,"$42,270.53 ",
Hyundai Creta 1.6 CRDi SX,2016,37023,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5,"$16,171.50 ",
Chevrolet Beat Diesel LT,2012,81000,Diesel,Manual,First,25.44 kmpl,936 CC,56.3 bhp,5,"$3,019.32 ",
Toyota Innova Crysta 2.8 GX AT,2017,20789,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7,"$22,173.91 ","$25,048.31 "
Maruti Swift Dzire VDI,2015,68310,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,"$7,185.99 ",
Hyundai Creta 1.6 CRDi SX Option,2015,47250,Diesel,Manual,Second,19.67 kmpl,1582 CC,126.2 bhp,5,"$13,285.02 ",
Land Rover Range Rover Sport SE,2014,47000,Diesel,Automatic,Second,12.65 kmpl,2993 CC,255 bhp,5,"$78,200.48 ","$1,678.74 "
Honda Amaze VX i-DTEC,2017,128000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,"$7,608.70 ",
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,2017,17702,Petrol,Manual,First,15.29 kmpl,1591 CC,121.3 bhp,5,"$14,420.29 ",
Volkswagen Vento Sport 1.2 TSI AT,2014,34987,Petrol,Automatic,First,18.19 kmpl,1197 CC,103.5 bhp,5,"$7,185.99 ",
Honda City i DTec VX,2017,37000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,"$13,285.02 ",
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,2017,38271,Petrol,Manual,First,15.29 kmpl,1591 CC,121.3 bhp,5,"$15,132.85 ",
Ford Figo Diesel Titanium,2012,32510,Diesel,Manual,Second,20.0 kmpl,1399 CC,68 bhp,5,"$4,528.99 ",
BMW 5 Series 2013-2017 530d M Sport,2014,88000,Diesel,Automatic,First,14.69 kmpl,2993 CC,258 bhp,5,"$32,608.70 ",
Mitsubishi Pajero 2.8 SFX 7Str,2012,116000,Diesel,Manual,First,10.5 kmpl,2835 CC,107.2 bhp,6,"$12,016.91 ",
Renault Duster 85PS Diesel RxL Option,2013,156000,Diesel,Manual,First,19.87 kmpl,1461 CC,83.8 bhp,5,"$5,072.46 ",
Maruti Ritz VXI,2010,75319,Petrol,Manual,Second,21.1 kmpl,1197 CC,85.80 bhp,5,"$2,415.46 ",
Hyundai Grand i10 Sportz,2013,28000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,"$3,925.12 ",
Mercedes-Benz GLA Class 200 CDI SPORT,2017,16500,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5,"$41,062.80 ",
BMW 5 Series 520d Luxury Line,2016,75637,Diesel,Automatic,First,22.48 kmpl,1995 CC,190 bhp,5,"$36,678.74 ","$86,739.13 "
Hyundai Creta 1.6 SX Plus Petrol Automatic,2018,32854,Petrol,Automatic,First,13.0 kmpl,1591 CC,121.3 bhp,5,"$15,217.39 ",
Renault KWID RXT Optional,2019,6568,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5,"$6,147.34 ","$5,772.95 "
Audi A4 3.0 TDI Quattro,2014,30000,Diesel,Automatic,First,14.94 kmpl,2967 CC,241.4 bhp,5,"$29,589.37 ",
Maruti Ciaz VDI SHVS,2018,17804,Diesel,Manual,Second,28.09 kmpl,1248 CC,88.5 bhp,5,"$9,625.60 ",
Honda Jazz S,2011,69768,Petrol,Manual,First,16.0 kmpl,1198 CC,90 bhp,5,"$3,502.42 ",
BMW 3 Series 320d Luxury Line,2016,62404,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5,"$25,760.87 ","$65,736.72 "
Hyundai Verna SX CRDi AT,2012,97000,Diesel,Automatic,Second,19.08 kmpl,1582 CC,126.32 bhp,5,"$7,850.24 ",
Hyundai Creta 1.4 CRDi S Plus,2016,55687,Diesel,Manual,First,21.38 kmpl,1396 CC,88.7 bhp,5,"$14,673.91 ",
Volkswagen Vento 2013-2015 1.6 Comfortline,2014,17000,Petrol,Manual,First,15.04 kmpl,1598 CC,103.2 bhp,5,"$5,132.85 ",
BMW 3 Series Luxury Line,2017,34232,Diesel,Automatic,First,21.76 kmpl,1995 CC,190 bhp,5,"$43,285.02 ","$66,509.66 "
Honda CR-V Petrol 2WD,2004,135000,Petrol,Automatic,Third,14.4 kmpl,1997 CC,152 bhp,5,"$3,623.19 ","$40,471.01 "
Renault Duster 110PS Diesel RxZ AWD,2012,80000,Diesel,Manual,First,19.72 kmpl,1461 CC,108.45 bhp,5,"$8,152.17 ","$19,251.21 "
Hyundai i20 Asta 1.2,2014,31045,Petrol,Manual,Second,18.6 kmpl,1197 CC,81.83 bhp,5,"$6,823.67 ",
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,2013,58000,Diesel,Automatic,Second,16.96 kmpl,1968 CC,138.03 bhp,5,"$9,057.97 ",
Hyundai Creta 1.6 SX Plus Diesel,2018,35480,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5,"$16,111.11 ",
Maruti Ciaz VDI SHVS,2016,62287,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5,"$9,541.06 ",
Hyundai i20 Asta 1.4 CRDi,2015,46162,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5,"$8,429.95 ",
Hyundai Verna 1.6 SX VTVT,2014,9200,Petrol,Manual,First,17.01 kmpl,1591 CC,121.3 bhp,5,"$6,944.44 ",
Volkswagen Polo Diesel Trendline 1.2L,2012,55339,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5,"$3,200.48 ",
Volkswagen Polo Diesel Trendline 1.2L,2011,55476,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5,"$3,007.25 ",
Maruti SX4 Vxi BSIII,2007,68553,Petrol,Manual,Second,15.0 kmpl,1586 CC,104.68 bhp,5,"$1,811.59 ",
Honda Mobilio RS Option i DTEC,2016,67376,Diesel,Manual,First,24.5 kmpl,1498 CC,98.6 bhp,7,"$7,850.24 ",
Renault Duster 110PS Diesel RxZ Plus,2013,42000,Diesel,Manual,First,19.64 kmpl,1461 CC,108.45 bhp,5,"$9,661.84 ",
Toyota Fortuner 2.8 2WD AT,2019,28069,Diesel,Automatic,First,12.9 kmpl,2755 CC,174.5 bhp,7,"$37,258.45 ","$41,606.28 "
Volvo XC60 D4 SUMMUM,2014,93144,Diesel,Automatic,First,14.7 kmpl,1984 CC,181 bhp,5,"$20,712.56 ",
Maruti Celerio VXI AT,2014,24300,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5,"$5,495.17 ",
Maruti Ciaz ZDi Plus,2015,47883,Diesel,Manual,Second,26.21 kmpl,1248 CC,88.5 bhp,5,"$8,937.20 ",
Audi Q5 2008-2012 2.0 TDI,2013,12467,Diesel,Automatic,First,12.8 kmpl,1968 CC,167.6 bhp,5,"$30,966.18 ",
BMW X1 sDrive 20d Sportline,2013,56683,Diesel,Automatic,Second,17.05 kmpl,1995 CC,184 bhp,5,"$16,304.35 ",
Ford Figo Petrol ZXI,2013,38000,Petrol,Manual,First,15.6 kmpl,1196 CC,70 bhp,5,"$4,287.44 ",
Hyundai Elantra CRDi SX,2018,35000,Diesel,Manual,First,22.7 kmpl,1582 CC,126.2 bhp,5,"$18,115.94 ",
Hyundai Verna 1.6 i ABS,2007,80000,Petrol,Manual,Second,13.9 kmpl,1599 CC,103.2 bhp,5,"$2,355.07 ",
Honda Civic 2006-2010 1.8 S MT,2006,125000,Petrol,Manual,Second,13.5 kmpl,1799 CC,130 bhp,5,"$2,777.78 ",
Toyota Fortuner 4x4 MT,2013,123000,Diesel,Manual,Second,12.55 kmpl,2982 CC,168.5 bhp,7,"$18,115.94 ",
Hyundai i10 Sportz,2012,70000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,"$3,804.35 ",
Nissan Sunny 2011-2014 Diesel XL,2012,87982,Diesel,Manual,First,21.64 kmpl,1461 CC,84.8 bhp,5,"$6,038.65 ",
BMW 5 Series 2013-2017 520d Luxury Line,2013,40714,Diesel,Automatic,Second,18.12 kmpl,1995 CC,190 bhp,5,"$29,891.30 ",
Chevrolet Optra Magnum 2.0 LT,2008,83000,Diesel,Manual,Second,16.52 kmpl,1991 CC,123.7 bhp,5,"$3,140.10 ",
Hyundai i10 Asta,2011,86000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,"$4,528.99 ",
Skoda Laura Ambiente,2009,60002,Diesel,Manual,Second,17.5 kmpl,1896 CC,106 bhp,5,"$5,857.49 ",
Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,2013,60000,Diesel,Automatic,First,10.0 kmpl,2148 CC,170 bhp,5,"$32,608.70 ",
Honda Amaze SX i-DTEC,2014,84677,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,"$3,623.19 ",
BMW X1 xDrive 20d xLine,2017,23000,Diesel,Automatic,First,20.68 kmpl,1995 CC,190 bhp,5,"$34,722.22 ",
Toyota Innova 2.5 G (Diesel) 8 Seater,2016,81424,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,8,"$17,500.00 ",
Porsche Panamera 2010 2013 Diesel,2013,36400,Diesel,Automatic,First,7.5 kmpl,4806 CC,394.3 bhp,4,"$86,956.52 ",
Nissan Sunny XV D,2012,70000,Diesel,Manual,Second,22.71 kmpl,1461 CC,84.8 bhp,5,"$4,830.92 ","$13,864.73 "
Maruti Swift Dzire LDI,2015,40000,Diesel,Manual,Second,26.59 kmpl,1248 CC,74 bhp,5,"$5,434.78 ",
